address,year,day,length,weight,count,looped,neighbors,income,label
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,135,144,0.0030656125660645,7463.0,0.0,1.0,35149432.0,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,133,6,0.0979166666666667,3.0,0.0,1.0,34490605.0,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,137,144,1.50002019849034,9866.0,0.0,2.0,70477658.0,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,138,144,0.0155812792531542,3079.0,0.0,1.0,33000000.0,montrealWannaCry
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,2017,136,2,1.0,1.0,0.0,1.0,33534612.0,montrealWannaCry
115qagP17Sd6EPapsyszneKf6i4Kkax1gR,2014,80,0,1.0,1.0,0.0,2.0,125290000.0,paduaCryptoWall
115SJrbKZujZujQJpJGBEJMzr1LybnXVEu,2016,109,0,0.5,1.0,0.0,2.0,30190000.0,princetonCerber
115SJrbKZujZujQJpJGBEJMzr1LybnXVEu,2016,108,8,0.5,1.0,0.0,2.0,89990000.0,princetonCerber
115vefbFY2PCL4cYAoCcCB4TcjUGnrgLKw,2016,53,144,0.287264109156846,7493.0,0.0,1.0,100000000.0,princetonLocky
11697Zq8pAWXEXAbh2zvPTfVt6Vn7DAMzw,2016,120,144,0.100245451307577,1723.0,0.0,1.0,150000000.0,princetonLocky
1169bxadw4JaEe34sNhcDz38AugtLGp965,2016,223,82,7.450580596923831e-09,1.0,0.0,1.0,250000000.0,princetonLocky
116AZEfaPi8tbczYYcSdgG4KtEYAitbCfD,2017,74,18,0.125,1.0,0.0,2.0,100000000.0,princetonCerber
116CD6FiyD8JTJ6iLRWJP1BubaJthVEYFV,2016,116,144,2.01922878420796e-05,434.0,0.0,2.0,125000000.0,princetonCerber
116CZ3t7REDPhGLjBdk7U84nWLAjpaAqay,2017,32,2,0.5,1.0,0.0,2.0,63250000.0,princetonCerber
11Dvz6Wh7RcmU6ffqdhQLoe6xvQmvwKAC,2014,80,4,0.576923076923077,2.0,0.0,2.0,164012438.0,paduaCryptoWall
11jLeJp6eGET8H3JPDWFBtka3jpYbBHC7,2017,55,144,0.100061725098922,6277.0,0.0,2.0,100000000.0,princetonCerber
11mBErpPx1pJNQyLnZDoNwVxhqTwTeHfU,2016,158,0,1.0,1.0,0.0,2.0,120000000.0,montrealCryptXXX
11mBErpPx1pJNQyLnZDoNwVxhqTwTeHfU,2016,135,8,0.03125,1.0,0.0,2.0,120000000.0,montrealCryptXXX
11mf37Gyg1Ju6NS7uF8BoynVfUigriNh7,2016,120,144,0.346633511888777,3710.0,0.0,2.0,145410000.0,princetonCerber
11MvtJdLMh55y3RnS7iPaCra7JS6vZsEF,2016,96,0,1.0,1.0,0.0,1.0,300000000.0,princetonLocky
11PPZk89SHxR3p42mrSof5P935vqjEA2C,2013,339,130,0.157963976016599,4557.0,0.0,1.0,49990000.0,montrealCryptoLocker
11QtMGVRQht4E4wZDRhxLZbdHgANJzhFX,2016,141,80,7.62939453125e-06,1.0,0.0,2.0,100000000.0,princetonCerber
11r5p8FPmLu9zw1XjufDcydG3rjQ6tzJc,2016,273,2,0.0714285714285714,1.0,0.0,2.0,399990000.0,princetonLocky
11UC4DMzTR1qQnNEHs9XpotWYAmzs6nBM,2016,57,42,0.0262395411361883,7.0,0.0,1.0,50000000.0,princetonLocky
11Us7kVfJS2dzryGJkSaAG4MUBvyvbZHA,2016,319,74,1.9073486328125e-06,1.0,0.0,2.0,100000000.0,princetonCerber
11UUivRcVdRJWymipDPB6WzbxzWmL7a3B,2016,52,0,1.0,1.0,0.0,1.0,50000000.0,princetonLocky
11WrKpCb9YgyPaV7sPPbX5EcPQf2q8d9Z,2013,338,4,0.5,1.0,0.0,1.0,30000000.0,montrealCryptoLocker
1216LTtQB2hhpU431yYifMcmnAmsh6vjz2,2017,55,12,4.82253086419753e-05,1.0,1.0,2.0,80000000.0,princetonCerber
121aKu4wARyCjEMrpWb9VfSnF9DWbjjVgn,2016,269,0,1.0,1.0,0.0,1.0,400000000.0,princetonLocky
121D2DAFrRGLHoeZDaAT1rjEYj69EknvsT,2016,55,144,0.0402971696881537,2078.0,0.0,1.0,50000000.0,princetonLocky
121f43NCvucZnDWWcUFg5geNZE3ZGMeN6f,2016,260,0,0.5,1.0,0.0,1.0,359988700.0,montrealDMALockerv3
121G2n8yvEaVy6Gv2CQqs7RN2f4PvfVBtK,2013,250,0,1.0,1.0,0.0,1.0,156418732.0,montrealCryptoLocker
121gqN1Spy5BAr9q2NB9K8L1beqzhJyWKG,2016,158,144,0.263433225873688,3148.0,0.0,2.0,199987997.0,princetonCerber
121JhGRZGL57JgqXtdsxkUB2kF5Xyz7nPh,2016,274,0,0.5,1.0,0.0,1.0,400000000.0,princetonLocky
121MuhNTovhbS2bfNk7cmtXQDwkXG93ExX,2016,285,2,0.0068259385665529,5.0,0.0,1.0,156560000.0,princetonCerber
121oZdRWsZ4LKhdwSgzLbK1S7yE7FnMw1x,2016,286,132,9.31322574615479e-10,1.0,0.0,2.0,100000000.0,princetonCerber
121P5TiHimHace3ZNuXU4hde9kWqPE1jHC,2016,161,0,0.5,1.0,0.0,2.0,120000000.0,montrealCryptXXX
121PMq3EepHkZyUxRoBBMUwrr6vkXdsyFp,2014,85,40,3.39084201388889e-06,1.0,0.0,2.0,298674122.0,paduaCryptoWall
121PMq3EepHkZyUxRoBBMUwrr6vkXdsyFp,2014,86,144,3.66701639448874,2251.0,2.0,6.0,241979680.0,paduaCryptoWall
121QX41wBNYsmSFEGQ4qnRpNPSai3sUSMZ,2016,280,2,0.0714285714285714,1.0,0.0,1.0,250000000.0,princetonLocky
121RWQ6sk36FHcVTbW637ES19rmaZa7jQ7,2017,112,0,1.0,1.0,0.0,2.0,80000000.0,princetonCerber
121XywrM8cRm2wcccPU7AbGxAAudHukiQL,2016,229,0,0.125,1.0,0.0,2.0,300000000.0,princetonLocky
121zJYMgAb5eEheFEz3oeoBwbJrLpobG2g,2016,125,0,0.333333333333333,1.0,0.0,2.0,125000000.0,princetonCerber
1223GLPpMTKXxyGg3WcHpRsPD4JGa7cXVk,2016,160,6,0.0625,1.0,0.0,4.0,240000000.0,montrealCryptXXX
1224txnU673nCa5Wxa9JHkpGmreTMfknsA,2016,83,144,0.018390049842532,1454.0,0.0,2.0,100000000.0,princetonLocky
122Q8v7EkdLGfho7KuFK5u99mhyp1nkiFm,2016,269,18,1.90519737844841e-05,1.0,0.0,2.0,36000000.0,princetonCerber
122w6H5sV2h9dyAwk4rcedF4piGnzmbFFN,2016,195,2,0.5,1.0,0.0,1.0,200000000.0,princetonLocky
122xQbcFm6jfrtwfGHdxCdGrmwvUuNXJft,2016,89,8,1.00480769230769,2.0,0.0,1.0,200000000.0,princetonLocky
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,76,2,1.0,1.0,0.0,1.0,51000000.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,72,2,1.0,1.0,0.0,2.0,550000000.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,79,144,0.531650156443305,1958.0,1189.0,1.0,90700000.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,80,0,1.05,2.0,0.0,4.0,830700000.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,73,144,2.87239817812127,1068.0,1019.0,6.0,712391363.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,81,0,1.0,1.0,0.0,2.0,55000000.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,77,6,0.0002741228070175,1.0,0.0,1.0,62000000.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,75,2,1.0,1.0,0.0,1.0,41600000.0,paduaCryptoWall
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,2014,71,6,2.0,3.0,0.0,2.0,410000000.0,paduaCryptoWall
122YgLP4YjnfwxJtCc3Kx6NQWh2nu7evfm,2014,71,24,0.510416666666667,3.0,0.0,1.0,80000000.0,paduaCryptoWall
122YgLP4YjnfwxJtCc3Kx6NQWh2nu7evfm,2014,78,144,1.05034722222645,1619.0,0.0,1.0,499940000.0,paduaCryptoWall
1231w7pJYCa9W9qBSJYNBp6QrTaCSV6YuD,2016,249,0,1.0,1.0,0.0,1.0,400000000.0,princetonLocky
1233d91rHpBN8spVJqv42syB72Jzf1gGJb,2016,236,8,0.0625,1.0,0.0,1.0,200000000.0,princetonLocky
1234KPsuDZ6n6htPvxYRyzc4ND9iyBGhkY,2016,128,10,0.125,1.0,0.0,1.0,50000000.0,princetonLocky
1238Mzucsxe7SiDQSssCLQYppFHHqF3zpi,2016,175,6,0.0015432098765432,1.0,0.0,1.0,200000000.0,princetonLocky
123anBkpeHW3dgxCwUxP3zxVRLN8zW1ZqZ,2017,77,0,1.0,1.0,0.0,2.0,90000000.0,princetonCerber
123bzPBEJK2N9aoTAU7TRqLbwzmFWq89S7,2016,160,4,0.5,1.0,0.0,2.0,120000000.0,montrealCryptXXX
123dhAgb1oMyFHrmxx3YgKdDWTRn6dWBFm,2016,356,144,0.0047244586151088,1443.0,0.0,2.0,68830000.0,princetonCerber
123fvLmUcqnFxK3pjrdDePE5R9W9N5VdnS,2017,128,10,0.0260416666666667,2.0,0.0,2.0,60000000.0,princetonCerber
123JmhW8mtaRTJJBHFFNxkuyDyyYmozJTd,2016,123,0,1.0,1.0,0.0,1.0,150000000.0,princetonLocky
123o19yFFV4MNwjaaKu1d97Cu5Cxfi9SYT,2016,113,2,0.333333333333333,1.0,0.0,2.0,124000000.0,princetonCerber
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,337,136,0.165048836425631,3393.0,0.0,1.0,77262000.0,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,320,0,1.0,1.0,0.0,1.0,50000000.0,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,315,144,0.337817439251589,1231.0,0.0,2.0,319535425.0,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,338,0,1.0,1.0,0.0,1.0,95137438.0,montrealCryptoLocker
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,2013,324,12,0.0625,2.0,0.0,2.0,119000000.0,montrealCryptoLocker
123r3eATfVPEHABzTMbB7rmmX5UYTTKdzJ,2016,266,4,0.5,1.0,0.0,2.0,35100000.0,princetonCerber
123Sdp8rB7C8xJR3u5VX6J3BiyQArtLt7Y,2013,315,2,2.0,3.0,0.0,6.0,400000000.0,montrealCryptoLocker
123timpjDfSXHB1kL2dJYTW3YiPAtfh4AF,2014,7,56,0.125474817612592,12.0,0.0,1.0,60000000.0,montrealCryptoLocker
123VWsgKcx1cjn5KBepCV26hFXu7TcWfSY,2016,77,4,0.0833333333333333,1.0,0.0,2.0,50000000.0,princetonLocky
123zTvjw931gKezg4bMwaBS45YBQjJh3pZ,2016,63,12,8.99749267523101e-05,2.0,2.0,1.0,399500000.0,princetonLocky
1242DfZdkjCedkJhwALYfyCftWibn7sxhd,2016,336,26,0.0078125,1.0,0.0,2.0,80000000.0,princetonCerber
1245pqeT15C3n48dUJqWXtLJ3jtBXFX9z2,2016,109,38,0.0145112967785494,20.0,0.0,2.0,100000000.0,princetonCerber
1246i2CihbSXcLMM67sQgS7xedJFPsuaa2,2016,285,144,0.701677583141993,6722.0,0.0,2.0,100050000.0,princetonCerber
1246tUptR5e67CG7MAfPtjVpSdM1dCUH2V,2016,288,0,0.5,1.0,0.0,1.0,150000000.0,princetonLocky
1246v8SAeajt6k3QFVzp4My8U13PLZTyV4,2016,160,144,0.960834983028059,4820.0,10.0,2.0,59895323.0,montrealCryptXXX
124ap6uHgT5MeB1L5FPUENhQ2DdG4boyy3,2016,208,4,0.125,1.0,0.0,1.0,250000000.0,princetonLocky
124BcwPQtUGAFzuh3mLi1VxGD6Yy2sfb3S,2017,46,12,0.0625,1.0,0.0,2.0,30665983.0,princetonCerber
124bNuUqL2WHwhq6fBMv7s4ydvL8q57AdN,2013,189,0,1.0,1.0,0.0,2.0,158011739.0,montrealCryptoLocker
124CHLbPZ61W9n3T6a1cWT9YX298ijTdU7,2013,318,14,0.0001685185185185,2.0,0.0,2.0,100000000.0,montrealCryptoLocker
124cUCq1tkYhFf39NAnN6dYRwkLrvBNLAx,2016,137,144,0.988094058920083,5659.0,2973.0,2.0,71248142.0,montrealCryptXXX
124EhTSKcd4M1RNisFp7hpkmEj6UEqLq1H,2016,89,144,0.183951646090535,1566.0,0.0,1.0,300000000.0,princetonLocky
124jbjnjjy8t42BDmaBd8kx6fJc2CTfdeE,2016,124,144,0.285853572499912,2228.0,0.0,1.0,200000000.0,princetonLocky
124mKpjUJzXQ4PBZF3bnGKdYmDYhZaZKb6,2016,159,36,0.015625,1.0,0.0,1.0,120000000.0,montrealCryptXXX
124MQoF3Keo4m7D6fVYBXCAczPeNX23tRf,2014,81,144,0.222016272736747,1461.0,0.0,1.0,171469611.0,paduaCryptoWall
124MQoF3Keo4m7D6fVYBXCAczPeNX23tRf,2014,84,6,0.0555555555555556,1.0,0.0,2.0,72289157.0,paduaCryptoWall
124mtgNTJmEQqCpqB1yFh6go8MTrFnUcX2,2017,27,144,0.362539460019789,4807.0,0.0,2.0,196066608.0,princetonCerber
124o14rxNyvFMQM8yJuJFcKprxPtVHq8H5,2016,137,0,0.5,1.0,0.0,2.0,70000000.0,princetonCerber
124pf8wT7SGfKENQ2o4wYEgJC3tA3U5b5W,2016,125,144,0.0198700373336465,7503.0,0.0,2.0,125000000.0,princetonCerber
124RvAEuuCptkzZEEttPxXvH6tSnXJ3XN5,2017,60,36,0.00390625,1.0,0.0,2.0,100050000.0,princetonCerber
124srvGnUNzg1AAiXYgoQj2PwocehAJLX9,2016,155,0,1.0,1.0,0.0,2.0,120000000.0,montrealCryptXXX
124srvGnUNzg1AAiXYgoQj2PwocehAJLX9,2016,160,2,0.5,1.0,0.0,2.0,120000000.0,montrealCryptXXX
124XtfRqTrw1HP1g15z15cVXB38T3EwUZR,2016,99,0,0.5,1.0,0.0,1.0,410000000.0,princetonLocky
1251GTBafwFoEKc9XffTnaGAhyM1V1op3G,2016,161,0,0.5,1.0,0.0,2.0,120050000.0,montrealCryptXXX
12524A8PP7PFcDXa9BpGHqhPuVcciCvCn8,2016,56,144,0.0781250196254975,9543.0,0.0,1.0,50000000.0,princetonLocky
12538pAHvNXTgpZq1vFJ3xmdi1mK9Z4sJo,2017,54,4,0.0277777777777778,1.0,0.0,2.0,100000000.0,princetonCerber
125AdRL3iYR4dDnoyUAv7nqNMYsC7sZcYz,2017,135,4,1.0,1.0,0.0,2.0,74872880.0,princetonCerber
125AoxRRMZz5GpASK5sCChATKfNvbSzBF5,2016,84,0,0.5,1.0,0.0,2.0,100000000.0,princetonLocky
125Bt91xWLH9AfB1UB3e14Ew17A9Y3id1X,2016,160,4,3.0,3.0,0.0,2.0,125000000.0,princetonCerber
125CumpADmsyhByPszDem7Bda7XhZ8Sc7q,2016,120,144,0.0104768124845657,3561.0,0.0,2.0,125000000.0,princetonCerber
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,138,44,0.25,1.0,0.0,2.0,120000000.0,montrealCryptXXX
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,145,0,0.5,1.0,0.0,2.0,120000000.0,montrealCryptXXX
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,133,122,0.0004892349245437,5.0,0.0,2.0,120000000.0,montrealCryptXXX
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,134,74,4.76837158203125e-07,1.0,0.0,2.0,120000000.0,montrealCryptXXX
125DQSTKMArzmkBUfoj8GLPsR25ypby6Xz,2013,311,0,0.5,1.0,0.0,2.0,100000000.0,montrealCryptoLocker
125DQSTKMArzmkBUfoj8GLPsR25ypby6Xz,2013,337,22,0.0078125,1.0,0.0,2.0,70620000.0,montrealCryptoLocker
125DU467DRf6JBvS2Q49jsYdY4ZvVGBbUc,2016,226,0,1.0,1.0,0.0,1.0,410939493.0,princetonLocky
125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,137,44,1.52587890625e-05,1.0,0.0,2.0,120000000.0,montrealCryptXXX
125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,140,0,0.25,1.0,0.0,2.0,120000000.0,montrealCryptXXX
125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,134,2,0.666666666666667,2.0,0.0,4.0,240000000.0,montrealCryptXXX
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,198,14,0.015625,1.0,0.0,1.0,250833124.0,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,175,144,0.186363137663486,2973.0,0.0,1.0,208000000.0,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,248,2,0.25,1.0,0.0,1.0,318000000.0,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,246,8,0.015625,3.0,0.0,1.0,318000000.0,paduaCryptoWall
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,195,132,1.13686837721616e-13,1.0,0.0,1.0,250000000.0,paduaCryptoWall
